Temps	EA0
-0.025	-0.00459589537786087
-0.024995	0.00259767237730557
-0.02499	-0.00249777144927066
-0.024985	0.00149865508137736
-0.02498	0.000199816458916757
-0.024975	0.00109901242831256
-0.02497	0.00119892309157876
-0.024965	-0.000599468847212847
-0.02496	-4.86761564388871E-9
-0.024955	-0.00099911150027765
-0.02495	-4.86761564388871E-9
-0.024945	-0.000499558183946647
-0.02494	0.00059945911198156
-0.024935	0.00119892309157876
-0.02493	0.00069936977524776
-0.024925	-0.000199826194148045
-0.02492	0.000499548448715359
-0.024915	-0.00119893282681005
-0.02491	-0.0092916965513723
-0.024905	0.0166850758978399
-0.0249	-0.00779303660237929
-0.024895	-0.0122890164493583
-0.02489	0.0178840038570343
-0.024885	-0.00889205389830749
-0.02488	0.00499552829569438
-0.024875	-0.00889205389830749
-0.02487	0.00289740436710417
-0.024865	-0.00299732476560166
-0.02486	0.00429615365283098
-0.024855	-9.99155308818445E-5
-0.02485	0.00479570696916198
-0.024845	-0.000399647520680446
-0.02484	-0.00099911150027765
-0.024835	0.000299727122182958
-0.02483	-0.000699379510479048
-0.024825	0.000999101765046362
-0.02482	-0.000299736857414246
-0.024815	0.00069936977524776
-0.02481	-9.99155308818445E-5
-0.024805	0.0215806983978837
-0.0248	-0.0332702557352604
-0.024795	0.012289006714127
-0.02479	-0.0100909818575019
-0.024785	0.0139874879896524
-0.02478	-0.00219803945947206
-0.024775	0.00459588564262958
-0.02477	-0.00289741410233546
-0.024765	-0.00109902216354385
-0.02476	-0.000399647520680446
-0.024755	-0.000899200837011449
-0.02475	0.00259767237730557
-0.024745	-0.000399647520680446
-0.02474	0.00259767237730557
-0.024735	0.00129883375484496
-0.02473	-0.000199826194148045
-0.024725	-0.00209812879620586
-0.02472	0.00059945911198156
-0.024715	-0.000399647520680446
-0.02471	0.00069936977524776
-0.024705	-0.000599468847212847
-0.0247	-0.000699379510479048
-0.024695	-0.000699379510479048
-0.02469	-0.000699379510479048
-0.024685	0.00279749370383797
-0.02468	0.00069936977524776
-0.024675	0.00059945911198156
-0.02467	0.00229794038750697
-0.024665	9.99057956505567E-5
-0.02466	0.00059945911198156
-0.024655	-0.000399647520680446
-0.02465	-0.0153862470106105
-0.024645	0.0131882026835228
-0.02464	0.00589472426509019
-0.024635	0.00659409890795359
-0.02463	-0.00869223257177509
-0.024625	-0.000299736857414246
-0.02462	-0.00339696741866646
-0.024615	0.00359677900996758
-0.02461	-0.00149866481660865
-0.024605	0.00409633232629858
-0.0246	-0.00099911150027765
-0.024595	0.00179838707117597
